paradigm,subject,split,calib_size,n_epochs_total,n_calib,n_eval,calib_pos_rate,eval_pos_rate,calib_baseline_frac,eval_baseline_frac,n_purged,status
mi,101,temporal_chrono,50,234,50,184,0.0,0.4891304347826087,1.0,0.05434782608695652,0,ok
mi,101,temporal_chrono,100,234,100,134,0.21,0.5149253731343284,0.6,0.0,0,ok
mi,101,temporal_chrono,200,234,200,34,0.36,0.5294117647058824,0.3,0.0,0,ok
mi,101,stratified,10,234,10,224,0.4,0.38392857142857145,0.2,0.25892857142857145,0,ok
mi,101,stratified,20,234,20,214,0.4,0.38317757009345793,0.15,0.26635514018691586,0,ok
mi,101,stratified,50,234,50,184,0.38,0.3858695652173913,0.22,0.266304347826087,0,ok
mi,101,stratified,100,234,100,134,0.38,0.3880597014925373,0.22,0.2835820895522388,0,ok
mi,101,stratified,200,234,200,34,0.385,0.38235294117647056,0.235,0.38235294117647056,0,ok
mi,101,stratified_task_only,10,234,10,224,0.5,0.3794642857142857,0.0,0.26785714285714285,0,ok
mi,101,stratified_task_only,20,234,20,214,0.5,0.37383177570093457,0.0,0.2803738317757009,0,ok
mi,101,stratified_task_only,50,234,50,184,0.52,0.34782608695652173,0.0,0.32608695652173914,0,ok
mi,101,stratified_task_only,100,234,100,134,0.52,0.2835820895522388,0.0,0.44776119402985076,0,ok
mi,101,stratified_task_only,200,234,200,0,,,,,0,impossible: Cannot draw 200 calibration epochs from a pool of 174.
mi,101,purged_stratified,10,234,10,150,0.4,0.38666666666666666,0.2,0.25333333333333335,74,ok
mi,101,purged_stratified,20,234,20,98,0.4,0.35714285714285715,0.15,0.2755102040816326,116,ok
mi,101,purged_stratified,50,234,50,17,0.38,0.17647058823529413,0.22,0.5882352941176471,167,ok
mi,101,purged_stratified,100,234,100,0,0.38,nan,0.22,nan,134,degenerate_empty_eval
mi,101,purged_stratified,200,234,200,0,0.385,nan,0.235,nan,34,degenerate_empty_eval
mi,102,temporal_array,10,234,10,224,0.5,0.3794642857142857,0.0,0.26785714285714285,0,ok
mi,102,temporal_array,20,234,20,214,0.5,0.37383177570093457,0.0,0.2803738317757009,0,ok
mi,102,temporal_array,50,234,50,184,0.52,0.34782608695652173,0.0,0.32608695652173914,0,ok
mi,102,temporal_array,100,234,100,134,0.52,0.2835820895522388,0.0,0.44776119402985076,0,ok
mi,102,temporal_array,200,234,200,34,0.45,0.0,0.13,1.0,0,degenerate_eval_single_class
mi,102,temporal_chrono,10,234,10,224,0.0,0.4017857142857143,1.0,0.22321428571428573,0,ok
mi,102,temporal_chrono,20,234,20,214,0.0,0.4205607476635514,1.0,0.18691588785046728,0,ok
mi,102,temporal_chrono,50,234,50,184,0.0,0.4891304347826087,1.0,0.05434782608695652,0,ok
mi,102,temporal_chrono,100,234,100,134,0.21,0.5149253731343284,0.6,0.0,0,ok
mi,102,temporal_chrono,200,234,200,34,0.36,0.5294117647058824,0.3,0.0,0,ok
mi,102,stratified,10,234,10,224,0.4,0.38392857142857145,0.2,0.25892857142857145,0,ok
mi,102,stratified,20,234,20,214,0.4,0.38317757009345793,0.15,0.26635514018691586,0,ok
mi,102,stratified,50,234,50,184,0.38,0.3858695652173913,0.22,0.266304347826087,0,ok
mi,102,stratified,100,234,100,134,0.38,0.3880597014925373,0.22,0.2835820895522388,0,ok
mi,102,stratified,200,234,200,34,0.385,0.38235294117647056,0.235,0.38235294117647056,0,ok
mi,102,stratified_task_only,10,234,10,224,0.5,0.3794642857142857,0.0,0.26785714285714285,0,ok
mi,102,stratified_task_only,20,234,20,214,0.5,0.37383177570093457,0.0,0.2803738317757009,0,ok
mi,102,stratified_task_only,50,234,50,184,0.52,0.34782608695652173,0.0,0.32608695652173914,0,ok
mi,102,stratified_task_only,100,234,100,134,0.52,0.2835820895522388,0.0,0.44776119402985076,0,ok
mi,102,stratified_task_only,200,234,200,0,,,,,0,impossible: Cannot draw 200 calibration epochs from a pool of 174.
mi,102,purged_stratified,10,234,10,150,0.4,0.38666666666666666,0.2,0.25333333333333335,74,ok
mi,102,purged_stratified,20,234,20,98,0.4,0.35714285714285715,0.15,0.2755102040816326,116,ok
mi,102,purged_stratified,50,234,50,17,0.38,0.17647058823529413,0.22,0.5882352941176471,167,ok
mi,102,purged_stratified,100,234,100,0,0.38,nan,0.22,nan,134,degenerate_empty_eval
mi,102,purged_stratified,200,234,200,0,0.385,nan,0.235,nan,34,degenerate_empty_eval
mi,103,temporal_array,10,234,10,224,0.5,0.3794642857142857,0.0,0.26785714285714285,0,ok
mi,103,temporal_array,20,234,20,214,0.5,0.37383177570093457,0.0,0.2803738317757009,0,ok
mi,103,temporal_array,50,234,50,184,0.52,0.34782608695652173,0.0,0.32608695652173914,0,ok
mi,103,temporal_array,100,234,100,134,0.52,0.2835820895522388,0.0,0.44776119402985076,0,ok
mi,103,temporal_array,200,234,200,34,0.45,0.0,0.13,1.0,0,degenerate_eval_single_class
mi,103,temporal_chrono,10,234,10,224,0.0,0.4017857142857143,1.0,0.22321428571428573,0,ok
mi,103,temporal_chrono,20,234,20,214,0.0,0.4205607476635514,1.0,0.18691588785046728,0,ok
mi,103,temporal_chrono,50,234,50,184,0.0,0.4891304347826087,1.0,0.05434782608695652,0,ok
mi,103,temporal_chrono,100,234,100,134,0.21,0.5149253731343284,0.6,0.0,0,ok
mi,103,temporal_chrono,200,234,200,34,0.36,0.5294117647058824,0.3,0.0,0,ok
mi,103,stratified,10,234,10,224,0.4,0.38392857142857145,0.2,0.25892857142857145,0,ok
mi,103,stratified,20,234,20,214,0.4,0.38317757009345793,0.15,0.26635514018691586,0,ok
mi,103,stratified,50,234,50,184,0.38,0.3858695652173913,0.22,0.266304347826087,0,ok
mi,103,stratified,100,234,100,134,0.38,0.3880597014925373,0.22,0.2835820895522388,0,ok
mi,103,stratified,200,234,200,34,0.385,0.38235294117647056,0.235,0.38235294117647056,0,ok
mi,103,stratified_task_only,10,234,10,224,0.5,0.3794642857142857,0.0,0.26785714285714285,0,ok
mi,103,stratified_task_only,20,234,20,214,0.5,0.37383177570093457,0.0,0.2803738317757009,0,ok
mi,103,stratified_task_only,50,234,50,184,0.52,0.34782608695652173,0.0,0.32608695652173914,0,ok
mi,103,stratified_task_only,100,234,100,134,0.52,0.2835820895522388,0.0,0.44776119402985076,0,ok
mi,103,stratified_task_only,200,234,200,0,,,,,0,impossible: Cannot draw 200 calibration epochs from a pool of 174.
mi,103,purged_stratified,10,234,10,150,0.4,0.38666666666666666,0.2,0.25333333333333335,74,ok
mi,103,purged_stratified,20,234,20,98,0.4,0.35714285714285715,0.15,0.2755102040816326,116,ok
mi,103,purged_stratified,50,234,50,17,0.38,0.17647058823529413,0.22,0.5882352941176471,167,ok
mi,103,purged_stratified,100,234,100,0,0.38,nan,0.22,nan,134,degenerate_empty_eval
mi,103,purged_stratified,200,234,200,0,0.385,nan,0.235,nan,34,degenerate_empty_eval
mi,104,temporal_array,10,230,10,220,0.5,0.37727272727272726,0.0,0.2727272727272727,0,ok
mi,104,temporal_array,20,230,20,210,0.5,0.37142857142857144,0.0,0.2857142857142857,0,ok
mi,104,temporal_array,50,230,50,180,0.52,0.34444444444444444,0.0,0.3333333333333333,0,ok
mi,104,temporal_array,100,230,100,130,0.52,0.27692307692307694,0.0,0.46153846153846156,0,ok
mi,104,temporal_array,200,230,200,30,0.44,0.0,0.15,1.0,0,degenerate_eval_single_class
mi,104,temporal_chrono,10,230,10,220,0.0,0.4,1.0,0.22727272727272727,0,ok
mi,104,temporal_chrono,20,230,20,210,0.0,0.41904761904761906,1.0,0.19047619047619047,0,ok
mi,104,temporal_chrono,50,230,50,180,0.0,0.4888888888888889,1.0,0.05555555555555555,0,ok
mi,104,temporal_chrono,100,230,100,130,0.21,0.5153846153846153,0.6,0.0,0,ok
mi,104,temporal_chrono,200,230,200,30,0.36,0.5333333333333333,0.3,0.0,0,ok
mi,104,stratified,10,230,10,220,0.4,0.38181818181818183,0.2,0.2636363636363636,0,ok
mi,104,stratified,20,230,20,210,0.4,0.38095238095238093,0.15,0.2714285714285714,0,ok
mi,104,stratified,50,230,50,180,0.38,0.38333333333333336,0.22,0.2722222222222222,0,ok
mi,104,stratified,100,230,100,130,0.38,0.38461538461538464,0.22,0.2923076923076923,0,ok
mi,104,stratified,200,230,200,30,0.385,0.36666666666666664,0.245,0.36666666666666664,0,ok
mi,104,stratified_task_only,10,230,10,220,0.5,0.37727272727272726,0.0,0.2727272727272727,0,ok
mi,104,stratified_task_only,20,230,20,210,0.5,0.37142857142857144,0.0,0.2857142857142857,0,ok
mi,104,stratified_task_only,50,230,50,180,0.52,0.34444444444444444,0.0,0.3333333333333333,0,ok
mi,104,stratified_task_only,100,230,100,130,0.52,0.27692307692307694,0.0,0.46153846153846156,0,ok
mi,104,stratified_task_only,200,230,200,0,,,,,0,impossible: Cannot draw 200 calibration epochs from a pool of 170.
mi,104,purged_stratified,10,230,10,136,0.4,0.375,0.2,0.27941176470588236,84,ok
mi,104,purged_stratified,20,230,20,101,0.4,0.32673267326732675,0.15,0.3564356435643564,109,ok
mi,104,purged_stratified,50,230,50,21,0.38,0.23809523809523808,0.22,0.5238095238095238,159,ok
mi,104,purged_stratified,100,230,100,0,0.38,nan,0.22,nan,130,degenerate_empty_eval
mi,104,purged_stratified,200,230,200,0,0.385,nan,0.245,nan,30,degenerate_empty_eval
mi,105,temporal_array,10,234,10,224,0.5,0.3794642857142857,0.0,0.26785714285714285,0,ok
mi,105,temporal_array,20,234,20,214,0.5,0.37383177570093457,0.0,0.2803738317757009,0,ok
mi,105,temporal_array,50,234,50,184,0.52,0.34782608695652173,0.0,0.32608695652173914,0,ok
mi,105,temporal_array,100,234,100,134,0.52,0.2835820895522388,0.0,0.44776119402985076,0,ok
mi,105,temporal_array,200,234,200,34,0.45,0.0,0.13,1.0,0,degenerate_eval_single_class
mi,105,temporal_chrono,10,234,10,224,0.0,0.4017857142857143,1.0,0.22321428571428573,0,ok
mi,105,temporal_chrono,20,234,20,214,0.0,0.4205607476635514,1.0,0.18691588785046728,0,ok
mi,105,temporal_chrono,50,234,50,184,0.0,0.4891304347826087,1.0,0.05434782608695652,0,ok
mi,105,temporal_chrono,100,234,100,134,0.21,0.5149253731343284,0.6,0.0,0,ok
mi,105,temporal_chrono,200,234,200,34,0.36,0.5294117647058824,0.3,0.0,0,ok
mi,105,stratified,10,234,10,224,0.4,0.38392857142857145,0.2,0.25892857142857145,0,ok
mi,105,stratified,20,234,20,214,0.4,0.38317757009345793,0.15,0.26635514018691586,0,ok
mi,105,stratified,50,234,50,184,0.38,0.3858695652173913,0.22,0.266304347826087,0,ok
mi,105,stratified,100,234,100,134,0.38,0.3880597014925373,0.22,0.2835820895522388,0,ok
mi,105,stratified,200,234,200,34,0.385,0.38235294117647056,0.235,0.38235294117647056,0,ok
mi,105,stratified_task_only,10,234,10,224,0.5,0.3794642857142857,0.0,0.26785714285714285,0,ok
mi,105,stratified_task_only,20,234,20,214,0.5,0.37383177570093457,0.0,0.2803738317757009,0,ok
mi,105,stratified_task_only,50,234,50,184,0.52,0.34782608695652173,0.0,0.32608695652173914,0,ok
mi,105,stratified_task_only,100,234,100,134,0.52,0.2835820895522388,0.0,0.44776119402985076,0,ok
mi,105,stratified_task_only,200,234,200,0,,,,,0,impossible: Cannot draw 200 calibration epochs from a pool of 174.
mi,105,purged_stratified,10,234,10,150,0.4,0.38666666666666666,0.2,0.25333333333333335,74,ok
mi,105,purged_stratified,20,234,20,98,0.4,0.35714285714285715,0.15,0.2755102040816326,116,ok
mi,105,purged_stratified,50,234,50,17,0.38,0.17647058823529413,0.22,0.5882352941176471,167,ok
mi,105,purged_stratified,100,234,100,0,0.38,nan,0.22,nan,134,degenerate_empty_eval
mi,105,purged_stratified,200,234,200,0,0.385,nan,0.235,nan,34,degenerate_empty_eval
mi,106,temporal_array,10,234,10,224,0.5,0.3794642857142857,0.0,0.26785714285714285,0,ok
mi,106,temporal_array,20,234,20,214,0.5,0.37383177570093457,0.0,0.2803738317757009,0,ok
mi,106,temporal_array,50,234,50,184,0.52,0.34782608695652173,0.0,0.32608695652173914,0,ok
mi,106,temporal_array,100,234,100,134,0.52,0.2835820895522388,0.0,0.44776119402985076,0,ok
mi,106,temporal_array,200,234,200,34,0.45,0.0,0.13,1.0,0,degenerate_eval_single_class
mi,106,temporal_chrono,10,234,10,224,0.0,0.4017857142857143,1.0,0.22321428571428573,0,ok
mi,106,temporal_chrono,20,234,20,214,0.0,0.4205607476635514,1.0,0.18691588785046728,0,ok
mi,106,temporal_chrono,50,234,50,184,0.0,0.4891304347826087,1.0,0.05434782608695652,0,ok
mi,106,temporal_chrono,100,234,100,134,0.21,0.5149253731343284,0.6,0.0,0,ok
mi,106,temporal_chrono,200,234,200,34,0.36,0.5294117647058824,0.3,0.0,0,ok
mi,106,stratified,10,234,10,224,0.4,0.38392857142857145,0.2,0.25892857142857145,0,ok
mi,106,stratified,20,234,20,214,0.4,0.38317757009345793,0.15,0.26635514018691586,0,ok
mi,106,stratified,50,234,50,184,0.38,0.3858695652173913,0.22,0.266304347826087,0,ok
mi,106,stratified,100,234,100,134,0.38,0.3880597014925373,0.22,0.2835820895522388,0,ok
mi,106,stratified,200,234,200,34,0.385,0.38235294117647056,0.235,0.38235294117647056,0,ok
mi,106,stratified_task_only,10,234,10,224,0.5,0.3794642857142857,0.0,0.26785714285714285,0,ok
mi,106,stratified_task_only,20,234,20,214,0.5,0.37383177570093457,0.0,0.2803738317757009,0,ok
mi,106,stratified_task_only,50,234,50,184,0.52,0.34782608695652173,0.0,0.32608695652173914,0,ok
mi,106,stratified_task_only,100,234,100,134,0.52,0.2835820895522388,0.0,0.44776119402985076,0,ok
mi,106,stratified_task_only,200,234,200,0,,,,,0,impossible: Cannot draw 200 calibration epochs from a pool of 174.
mi,106,purged_stratified,10,234,10,150,0.4,0.38666666666666666,0.2,0.25333333333333335,74,ok
mi,106,purged_stratified,20,234,20,98,0.4,0.35714285714285715,0.15,0.2755102040816326,116,ok
mi,106,purged_stratified,50,234,50,17,0.38,0.17647058823529413,0.22,0.5882352941176471,167,ok
mi,106,purged_stratified,100,234,100,0,0.38,nan,0.22,nan,134,degenerate_empty_eval
mi,106,purged_stratified,200,234,200,0,0.385,nan,0.235,nan,34,degenerate_empty_eval
mi,107,temporal_array,10,234,10,224,0.5,0.3794642857142857,0.0,0.26785714285714285,0,ok
mi,107,temporal_array,20,234,20,214,0.5,0.37383177570093457,0.0,0.2803738317757009,0,ok
mi,107,temporal_array,50,234,50,184,0.52,0.34782608695652173,0.0,0.32608695652173914,0,ok
mi,107,temporal_array,100,234,100,134,0.52,0.2835820895522388,0.0,0.44776119402985076,0,ok
mi,107,temporal_array,200,234,200,34,0.45,0.0,0.13,1.0,0,degenerate_eval_single_class
mi,107,temporal_chrono,10,234,10,224,0.0,0.4017857142857143,1.0,0.22321428571428573,0,ok
mi,107,temporal_chrono,20,234,20,214,0.0,0.4205607476635514,1.0,0.18691588785046728,0,ok
mi,107,temporal_chrono,50,234,50,184,0.0,0.4891304347826087,1.0,0.05434782608695652,0,ok
mi,107,temporal_chrono,100,234,100,134,0.21,0.5149253731343284,0.6,0.0,0,ok
mi,107,temporal_chrono,200,234,200,34,0.36,0.5294117647058824,0.3,0.0,0,ok
mi,107,stratified,10,234,10,224,0.4,0.38392857142857145,0.2,0.25892857142857145,0,ok
mi,107,stratified,20,234,20,214,0.4,0.38317757009345793,0.15,0.26635514018691586,0,ok
mi,107,stratified,50,234,50,184,0.38,0.3858695652173913,0.22,0.266304347826087,0,ok
mi,107,stratified,100,234,100,134,0.38,0.3880597014925373,0.22,0.2835820895522388,0,ok
mi,107,stratified,200,234,200,34,0.385,0.38235294117647056,0.235,0.38235294117647056,0,ok
mi,107,stratified_task_only,10,234,10,224,0.5,0.3794642857142857,0.0,0.26785714285714285,0,ok
mi,107,stratified_task_only,20,234,20,214,0.5,0.37383177570093457,0.0,0.2803738317757009,0,ok
mi,107,stratified_task_only,50,234,50,184,0.52,0.34782608695652173,0.0,0.32608695652173914,0,ok
mi,107,stratified_task_only,100,234,100,134,0.52,0.2835820895522388,0.0,0.44776119402985076,0,ok
mi,107,stratified_task_only,200,234,200,0,,,,,0,impossible: Cannot draw 200 calibration epochs from a pool of 174.
mi,107,purged_stratified,10,234,10,150,0.4,0.38666666666666666,0.2,0.25333333333333335,74,ok
mi,107,purged_stratified,20,234,20,98,0.4,0.35714285714285715,0.15,0.2755102040816326,116,ok
mi,107,purged_stratified,50,234,50,17,0.38,0.17647058823529413,0.22,0.5882352941176471,167,ok
mi,107,purged_stratified,100,234,100,0,0.38,nan,0.22,nan,134,degenerate_empty_eval
mi,107,purged_stratified,200,234,200,0,0.385,nan,0.235,nan,34,degenerate_empty_eval
mi,108,temporal_array,10,234,10,224,0.5,0.3794642857142857,0.0,0.26785714285714285,0,ok
mi,108,temporal_array,20,234,20,214,0.5,0.37383177570093457,0.0,0.2803738317757009,0,ok
mi,108,temporal_array,50,234,50,184,0.52,0.34782608695652173,0.0,0.32608695652173914,0,ok
mi,108,temporal_array,100,234,100,134,0.52,0.2835820895522388,0.0,0.44776119402985076,0,ok
mi,108,temporal_array,200,234,200,34,0.45,0.0,0.13,1.0,0,degenerate_eval_single_class
mi,108,temporal_chrono,10,234,10,224,0.0,0.4017857142857143,1.0,0.22321428571428573,0,ok
mi,108,temporal_chrono,20,234,20,214,0.0,0.4205607476635514,1.0,0.18691588785046728,0,ok
mi,108,temporal_chrono,50,234,50,184,0.0,0.4891304347826087,1.0,0.05434782608695652,0,ok
mi,108,temporal_chrono,100,234,100,134,0.21,0.5149253731343284,0.6,0.0,0,ok
mi,108,temporal_chrono,200,234,200,34,0.36,0.5294117647058824,0.3,0.0,0,ok
mi,108,stratified,10,234,10,224,0.4,0.38392857142857145,0.2,0.25892857142857145,0,ok
mi,108,stratified,20,234,20,214,0.4,0.38317757009345793,0.15,0.26635514018691586,0,ok
mi,108,stratified,50,234,50,184,0.38,0.3858695652173913,0.22,0.266304347826087,0,ok
mi,108,stratified,100,234,100,134,0.38,0.3880597014925373,0.22,0.2835820895522388,0,ok
mi,108,stratified,200,234,200,34,0.385,0.38235294117647056,0.235,0.38235294117647056,0,ok
mi,108,stratified_task_only,10,234,10,224,0.5,0.3794642857142857,0.0,0.26785714285714285,0,ok
mi,108,stratified_task_only,20,234,20,214,0.5,0.37383177570093457,0.0,0.2803738317757009,0,ok
mi,108,stratified_task_only,50,234,50,184,0.52,0.34782608695652173,0.0,0.32608695652173914,0,ok
mi,108,stratified_task_only,100,234,100,134,0.52,0.2835820895522388,0.0,0.44776119402985076,0,ok
mi,108,stratified_task_only,200,234,200,0,,,,,0,impossible: Cannot draw 200 calibration epochs from a pool of 174.
mi,108,purged_stratified,10,234,10,150,0.4,0.38666666666666666,0.2,0.25333333333333335,74,ok
mi,108,purged_stratified,20,234,20,98,0.4,0.35714285714285715,0.15,0.2755102040816326,116,ok
mi,108,purged_stratified,50,234,50,17,0.38,0.17647058823529413,0.22,0.5882352941176471,167,ok
mi,108,purged_stratified,100,234,100,0,0.38,nan,0.22,nan,134,degenerate_empty_eval
mi,108,purged_stratified,200,234,200,0,0.385,nan,0.235,nan,34,degenerate_empty_eval
mi,109,temporal_array,10,234,10,224,0.5,0.3794642857142857,0.0,0.26785714285714285,0,ok
mi,109,temporal_array,20,234,20,214,0.5,0.37383177570093457,0.0,0.2803738317757009,0,ok
mi,109,temporal_array,50,234,50,184,0.52,0.34782608695652173,0.0,0.32608695652173914,0,ok
mi,109,temporal_array,100,234,100,134,0.52,0.2835820895522388,0.0,0.44776119402985076,0,ok
mi,109,temporal_array,200,234,200,34,0.45,0.0,0.13,1.0,0,degenerate_eval_single_class
mi,109,temporal_chrono,10,234,10,224,0.0,0.4017857142857143,1.0,0.22321428571428573,0,ok
mi,109,temporal_chrono,20,234,20,214,0.0,0.4205607476635514,1.0,0.18691588785046728,0,ok
mi,109,temporal_chrono,50,234,50,184,0.0,0.4891304347826087,1.0,0.05434782608695652,0,ok
mi,109,temporal_chrono,100,234,100,134,0.21,0.5149253731343284,0.6,0.0,0,ok
mi,109,temporal_chrono,200,234,200,34,0.36,0.5294117647058824,0.3,0.0,0,ok
mi,109,stratified,10,234,10,224,0.4,0.38392857142857145,0.2,0.25892857142857145,0,ok
mi,109,stratified,20,234,20,214,0.4,0.38317757009345793,0.15,0.26635514018691586,0,ok
mi,109,stratified,50,234,50,184,0.38,0.3858695652173913,0.22,0.266304347826087,0,ok
mi,109,stratified,100,234,100,134,0.38,0.3880597014925373,0.22,0.2835820895522388,0,ok
mi,109,stratified,200,234,200,34,0.385,0.38235294117647056,0.235,0.38235294117647056,0,ok
mi,109,stratified_task_only,10,234,10,224,0.5,0.3794642857142857,0.0,0.26785714285714285,0,ok
mi,109,stratified_task_only,20,234,20,214,0.5,0.37383177570093457,0.0,0.2803738317757009,0,ok
mi,109,stratified_task_only,50,234,50,184,0.52,0.34782608695652173,0.0,0.32608695652173914,0,ok
mi,109,stratified_task_only,100,234,100,134,0.52,0.2835820895522388,0.0,0.44776119402985076,0,ok
mi,109,stratified_task_only,200,234,200,0,,,,,0,impossible: Cannot draw 200 calibration epochs from a pool of 174.
mi,109,purged_stratified,10,234,10,150,0.4,0.38666666666666666,0.2,0.25333333333333335,74,ok
mi,109,purged_stratified,20,234,20,98,0.4,0.35714285714285715,0.15,0.2755102040816326,116,ok
mi,109,purged_stratified,50,234,50,17,0.38,0.17647058823529413,0.22,0.5882352941176471,167,ok
mi,109,purged_stratified,100,234,100,0,0.38,nan,0.22,nan,134,degenerate_empty_eval
mi,109,purged_stratified,200,234,200,0,0.385,nan,0.235,nan,34,degenerate_empty_eval
